AO DispatchRays,AtrousWaveletTransformFilter,CalculateAmbientOcclusion,CalculatePartialDerivatives,CompositionCS,Denoise,Disocclusions blur,DownsampleGBuffer,Pathtracing,RTAO,Upsample AO,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.548   ,   4.55   ,   1.73   ,   0.16   ,
  0.684   ,  0.277   ,  0.696   ,  0.149   ,  0.381   ,  0.979   ,  0.229   ,  0.572   ,   4.55   ,   1.73   ,   0.16   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.572   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.548   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,   0.49   ,   4.38   ,   1.65   ,  0.162   ,
   0.61   ,  0.265   ,  0.626   ,  0.148   ,  0.357   ,  0.969   ,  0.253   ,  0.513   ,   4.38   ,   1.65   ,  0.162   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,   0.49   ,   4.24   ,   1.66   ,  0.126   ,
  0.561   ,  0.297   ,  0.577   ,   0.15   ,  0.327   ,   1.02   ,  0.234   ,  0.513   ,   4.24   ,   1.66   ,  0.126   ,
